date;Ticker;open;high;low;close;volume;Headline_ing;Headline_esp;Label
15/08/2014;AAL;39.98;40.0799;38.79;39.19;9812047;Markets are volatile but that â€˜isnâ€™t the beginning of the endâ€™ says Carlyle Group co-CEO;"Los mercados son volátiles, pero eso ""no es el principio del fin"", afirma el codirector ejecutivo de Carlyle Group.";0
18/08/2014;AAL;39.6;40.9;39.6;40.66;10902850;Comments of Thomas Peterffy Chairman and C.E.O. Interactive Brokers Group 11 October 2010;Declaraciones de Thomas Peterffy, Presidente y Director Ejecutivo de Interactive Brokers Group, 11 de octubre de 2010.;1
19/08/2014;AAL;40.96;41;40.26;40.43;5819609;Markets are volatile but that â€˜isnâ€™t the beginning of the endâ€™ says Carlyle Group co-CEO;"Los mercados son volátiles, pero eso ""no es el principio del fin"", afirma el codirector ejecutivo de Carlyle Group.";0
20/08/2014;AAL;40.4;40.8;40.03;40.6;6506835;Comments of Thomas Peterffy Chairman and C.E.O. Interactive Brokers Group 11 October 2010;Declaraciones de Thomas Peterffy, Presidente y Director Ejecutivo de Interactive Brokers Group, 11 de octubre de 2010.;1
21/08/2014;AAL;40.75;40.85;39.445;39.51;8155816;Markets are volatile but that â€˜isnâ€™t the beginning of the endâ€™ says Carlyle Group co-CEO;"Los mercados son volátiles, pero eso ""no es el principio del fin"", afirma el codirector ejecutivo de Carlyle Group.";0
22/08/2014;AAL;39.6;40.21;39.5501;39.85;5773533;Comments of Thomas Peterffy Chairman and C.E.O. Interactive Brokers Group 11 October 2010;Declaraciones de Thomas Peterffy, Presidente y Director Ejecutivo de Interactive Brokers Group, 11 de octubre de 2010.;1
25/08/2014;AAL;40.23;40.28;39.4;39.42;7075596;Markets are volatile but that â€˜isnâ€™t the beginning of the endâ€™ says Carlyle Group co-CEO;"Los mercados son volátiles, pero eso ""no es el principio del fin"", afirma el codirector ejecutivo de Carlyle Group.";0
26/08/2014;AAL;39.55;39.75;39.07;39.09;5733286;Markets are volatile but that â€˜isnâ€™t the beginning of the endâ€™ says Carlyle Group co-CEO;"Los mercados son volátiles, pero eso ""no es el principio del fin"", afirma el codirector ejecutivo de Carlyle Group.";0
27/08/2014;AAL;39.36;39.4;38.68;38.99;6457332;Markets are volatile but that â€˜isnâ€™t the beginning of the endâ€™ says Carlyle Group co-CEO;"Los mercados son volátiles, pero eso ""no es el principio del fin"", afirma el codirector ejecutivo de Carlyle Group.";0
28/08/2014;AAL;38.71;39.4;38.7;39.17;3888975;Comments of Thomas Peterffy Chairman and C.E.O. Interactive Brokers Group 11 October 2010;Declaraciones de Thomas Peterffy, Presidente y Director Ejecutivo de Interactive Brokers Group, 11 de octubre de 2010.;1
29/08/2014;AAL;39.1;39.35;38.36;38.881;6648785;Markets are volatile but that â€˜isnâ€™t the beginning of the endâ€™ says Carlyle Group co-CEO;"Los mercados son volátiles, pero eso ""no es el principio del fin"", afirma el codirector ejecutivo de Carlyle Group.";0
2/09/2014;AAL;39;40.54;38.89;40.5;10934400;Comments of Thomas Peterffy Chairman and C.E.O. Interactive Brokers Group 11 October 2010;Declaraciones de Thomas Peterffy, Presidente y Director Ejecutivo de Interactive Brokers Group, 11 de octubre de 2010.;1
3/09/2014;AAL;39.73;39.9;38.67;39.14;9997418;Markets are volatile but that â€˜isnâ€™t the beginning of the endâ€™ says Carlyle Group co-CEO;"Los mercados son volátiles, pero eso ""no es el principio del fin"", afirma el codirector ejecutivo de Carlyle Group.";0
4/09/2014;AAL;39.37;39.98;38.36;38.47;12007001;Markets are volatile but that â€˜isnâ€™t the beginning of the endâ€™ says Carlyle Group co-CEO;"Los mercados son volátiles, pero eso ""no es el principio del fin"", afirma el codirector ejecutivo de Carlyle Group.";0
5/09/2014;AAL;38.51;38.71;37.71;37.85;12070387;Markets are volatile but that â€˜isnâ€™t the beginning of the endâ€™ says Carlyle Group co-CEO;"Los mercados son volátiles, pero eso ""no es el principio del fin"", afirma el codirector ejecutivo de Carlyle Group.";0
8/09/2014;AAL;37.96;38.4;37.96;38.23;7348230;Comments of Thomas Peterffy Chairman and C.E.O. Interactive Brokers Group 11 October 2010;Declaraciones de Thomas Peterffy, Presidente y Director Ejecutivo de Interactive Brokers Group, 11 de octubre de 2010.;1
9/09/2014;AAL;37.63;38.68;37.38;37.96;9102068;Comments of Thomas Peterffy Chairman and C.E.O. Interactive Brokers Group 11 October 2010;Declaraciones de Thomas Peterffy, Presidente y Director Ejecutivo de Interactive Brokers Group, 11 de octubre de 2010.;1
10/09/2014;AAL;37.93;38.87;37.91;38.58;8111323;Comments of Thomas Peterffy Chairman and C.E.O. Interactive Brokers Group 11 October 2010;Declaraciones de Thomas Peterffy, Presidente y Director Ejecutivo de Interactive Brokers Group, 11 de octubre de 2010.;1
11/09/2014;AAL;38.73;39.04;37.93;38.09;10067719;Markets are volatile but that â€˜isnâ€™t the beginning of the endâ€™ says Carlyle Group co-CEO;"Los mercados son volátiles, pero eso ""no es el principio del fin"", afirma el codirector ejecutivo de Carlyle Group.";0
12/09/2014;AAL;38.09;38.51;37.63;37.65;8233283;Markets are volatile but that â€˜isnâ€™t the beginning of the endâ€™ says Carlyle Group co-CEO;"Los mercados son volátiles, pero eso ""no es el principio del fin"", afirma el codirector ejecutivo de Carlyle Group.";0
15/09/2014;AAL;37.6;37.8;36.84;37.07;7954304;Markets are volatile but that â€˜isnâ€™t the beginning of the endâ€™ says Carlyle Group co-CEO;"Los mercados son volátiles, pero eso ""no es el principio del fin"", afirma el codirector ejecutivo de Carlyle Group.";0
16/09/2014;AAL;37;38.01;36.81;37.98;6724333;Comments of Thomas Peterffy Chairman and C.E.O. Interactive Brokers Group 11 October 2010;Declaraciones de Thomas Peterffy, Presidente y Director Ejecutivo de Interactive Brokers Group, 11 de octubre de 2010.;1
17/09/2014;AAL;37.92;38.24;37.04;37.46;6684347;Markets are volatile but that â€˜isnâ€™t the beginning of the endâ€™ says Carlyle Group co-CEO;"Los mercados son volátiles, pero eso ""no es el principio del fin"", afirma el codirector ejecutivo de Carlyle Group.";0
18/09/2014;AAL;37.7;38.11;37.6;38.05;4556264;Comments of Thomas Peterffy Chairman and C.E.O. Interactive Brokers Group 11 October 2010;Declaraciones de Thomas Peterffy, Presidente y Director Ejecutivo de Interactive Brokers Group, 11 de octubre de 2010.;1
19/09/2014;AAL;38.06;38.25;36.63;36.63;17592703;Markets are volatile but that â€˜isnâ€™t the beginning of the endâ€™ says Carlyle Group co-CEO;"Los mercados son volátiles, pero eso ""no es el principio del fin"", afirma el codirector ejecutivo de Carlyle Group.";0
22/09/2014;AAL;37;37;35.44;35.58;10968997;Markets are volatile but that â€˜isnâ€™t the beginning of the endâ€™ says Carlyle Group co-CEO;"Los mercados son volátiles, pero eso ""no es el principio del fin"", afirma el codirector ejecutivo de Carlyle Group.";0
23/09/2014;AAL;35.04;35.77;34.64;35.33;12149378;Comments of Thomas Peterffy Chairman and C.E.O. Interactive Brokers Group 11 October 2010;Declaraciones de Thomas Peterffy, Presidente y Director Ejecutivo de Interactive Brokers Group, 11 de octubre de 2010.;1
24/09/2014;AAL;35.47;36.34;35.18;36.12;8491863;Comments of Thomas Peterffy Chairman and C.E.O. Interactive Brokers Group 11 October 2010;Declaraciones de Thomas Peterffy, Presidente y Director Ejecutivo de Interactive Brokers Group, 11 de octubre de 2010.;1
25/09/2014;AAL;35.88;35.98;34.865;35.21;10934832;Markets are volatile but that â€˜isnâ€™t the beginning of the endâ€™ says Carlyle Group co-CEO;"Los mercados son volátiles, pero eso ""no es el principio del fin"", afirma el codirector ejecutivo de Carlyle Group.";0
26/09/2014;AAL;35.25;36.12;35.02;35.93;8515487;Comments of Thomas Peterffy Chairman and C.E.O. Interactive Brokers Group 11 October 2010;Declaraciones de Thomas Peterffy, Presidente y Director Ejecutivo de Interactive Brokers Group, 11 de octubre de 2010.;1
29/09/2014;AAL;35.35;35.75;34.94;35.03;7492228;Markets are volatile but that â€˜isnâ€™t the beginning of the endâ€™ says Carlyle Group co-CEO;"Los mercados son volátiles, pero eso ""no es el principio del fin"", afirma el codirector ejecutivo de Carlyle Group.";0
30/09/2014;AAL;35.05;35.85;34.34;35.48;10657887;Comments of Thomas Peterffy Chairman and C.E.O. Interactive Brokers Group 11 October 2010;Declaraciones de Thomas Peterffy, Presidente y Director Ejecutivo de Interactive Brokers Group, 11 de octubre de 2010.;1
1/10/2014;AAL;34.72;34.94;33.85;34.39;19453289;Markets are volatile but that â€˜isnâ€™t the beginning of the endâ€™ says Carlyle Group co-CEO;"Los mercados son volátiles, pero eso ""no es el principio del fin"", afirma el codirector ejecutivo de Carlyle Group.";0
2/10/2014;AAL;34.47;35.38;33.51;33.93;21482153;Markets are volatile but that â€˜isnâ€™t the beginning of the endâ€™ says Carlyle Group co-CEO;"Los mercados son volátiles, pero eso ""no es el principio del fin"", afirma el codirector ejecutivo de Carlyle Group.";0
3/10/2014;AAL;34.66;36.32;34.61;36.23;15081075;Comments of Thomas Peterffy Chairman and C.E.O. Interactive Brokers Group 11 October 2010;Declaraciones de Thomas Peterffy, Presidente y Director Ejecutivo de Interactive Brokers Group, 11 de octubre de 2010.;1
6/10/2014;AAL;36.31;36.5;34.86;34.93;12794164;Markets are volatile but that â€˜isnâ€™t the beginning of the endâ€™ says Carlyle Group co-CEO;"Los mercados son volátiles, pero eso ""no es el principio del fin"", afirma el codirector ejecutivo de Carlyle Group.";0
7/10/2014;AAL;34.75;35.02;34.06;34.09;10032531;Markets are volatile but that â€˜isnâ€™t the beginning of the endâ€™ says Carlyle Group co-CEO;"Los mercados son volátiles, pero eso ""no es el principio del fin"", afirma el codirector ejecutivo de Carlyle Group.";0
8/10/2014;AAL;34.53;34.55;32.6;33;22753612;Markets are volatile but that â€˜isnâ€™t the beginning of the endâ€™ says Carlyle Group co-CEO;"Los mercados son volátiles, pero eso ""no es el principio del fin"", afirma el codirector ejecutivo de Carlyle Group.";0
9/10/2014;AAL;33.5;33.7;31.94;31.98;22639564;Markets are volatile but that â€˜isnâ€™t the beginning of the endâ€™ says Carlyle Group co-CEO;"Los mercados son volátiles, pero eso ""no es el principio del fin"", afirma el codirector ejecutivo de Carlyle Group.";0
10/10/2014;AAL;31.55;32.25;29.78;30.78;31018666;Markets are volatile but that â€˜isnâ€™t the beginning of the endâ€™ says Carlyle Group co-CEO;"Los mercados son volátiles, pero eso ""no es el principio del fin"", afirma el codirector ejecutivo de Carlyle Group.";0
13/10/2014;AAL;31.07;31.39;28.1;28.58;34532913;Markets are volatile but that â€˜isnâ€™t the beginning of the endâ€™ says Carlyle Group co-CEO;"Los mercados son volátiles, pero eso ""no es el principio del fin"", afirma el codirector ejecutivo de Carlyle Group.";0
14/10/2014;AAL;29.29;32.18;29.28;31.51;28145226;Comments of Thomas Peterffy Chairman and C.E.O. Interactive Brokers Group 11 October 2010;Declaraciones de Thomas Peterffy, Presidente y Director Ejecutivo de Interactive Brokers Group, 11 de octubre de 2010.;1
15/10/2014;AAL;30.22;32.62;29.4925;31.69;39941285;Comments of Thomas Peterffy Chairman and C.E.O. Interactive Brokers Group 11 October 2010;Declaraciones de Thomas Peterffy, Presidente y Director Ejecutivo de Interactive Brokers Group, 11 de octubre de 2010.;1
16/10/2014;AAL;30.63;33.4;30;32.97;24987103;Comments of Thomas Peterffy Chairman and C.E.O. Interactive Brokers Group 11 October 2010;Declaraciones de Thomas Peterffy, Presidente y Director Ejecutivo de Interactive Brokers Group, 11 de octubre de 2010.;1
17/10/2014;AAL;33.88;34.34;32.81;33.38;16009738;Markets are volatile but that â€˜isnâ€™t the beginning of the endâ€™ says Carlyle Group co-CEO;"Los mercados son volátiles, pero eso ""no es el principio del fin"", afirma el codirector ejecutivo de Carlyle Group.";0
20/10/2014;AAL;34.19;35.39;34.0009;35.22;13532715;Comments of Thomas Peterffy Chairman and C.E.O. Interactive Brokers Group 11 October 2010;Declaraciones de Thomas Peterffy, Presidente y Director Ejecutivo de Interactive Brokers Group, 11 de octubre de 2010.;1
21/10/2014;AAL;36.14;37.88;36.02;37.85;26347743;Comments of Thomas Peterffy Chairman and C.E.O. Interactive Brokers Group 11 October 2010;Declaraciones de Thomas Peterffy, Presidente y Director Ejecutivo de Interactive Brokers Group, 11 de octubre de 2010.;1
22/10/2014;AAL;38.05;38.22;36.94;37.04;18958406;Markets are volatile but that â€˜isnâ€™t the beginning of the endâ€™ says Carlyle Group co-CEO;"Los mercados son volátiles, pero eso ""no es el principio del fin"", afirma el codirector ejecutivo de Carlyle Group.";0
23/10/2014;AAL;37.43;40.18;36.8;38.48;33292004;Comments of Thomas Peterffy Chairman and C.E.O. Interactive Brokers Group 11 October 2010;Declaraciones de Thomas Peterffy, Presidente y Director Ejecutivo de Interactive Brokers Group, 11 de octubre de 2010.;1
24/10/2014;AAL;38.6;39.95;38.58;39.82;17834118;Comments of Thomas Peterffy Chairman and C.E.O. Interactive Brokers Group 11 October 2010;Declaraciones de Thomas Peterffy, Presidente y Director Ejecutivo de Interactive Brokers Group, 11 de octubre de 2010.;1
27/10/2014;AAL;39.6;40.4;39.29;39.91;13355207;Comments of Thomas Peterffy Chairman and C.E.O. Interactive Brokers Group 11 October 2010;Declaraciones de Thomas Peterffy, Presidente y Director Ejecutivo de Interactive Brokers Group, 11 de octubre de 2010.;1
28/10/2014;AAL;40.11;40.757;39.75;40.24;12193479;Comments of Thomas Peterffy Chairman and C.E.O. Interactive Brokers Group 11 October 2010;Declaraciones de Thomas Peterffy, Presidente y Director Ejecutivo de Interactive Brokers Group, 11 de octubre de 2010.;1
29/10/2014;AAL;40.07;40.4;39.245;39.94;15784094;Markets are volatile but that â€˜isnâ€™t the beginning of the endâ€™ says Carlyle Group co-CEO;"Los mercados son volátiles, pero eso ""no es el principio del fin"", afirma el codirector ejecutivo de Carlyle Group.";0
30/10/2014;AAL;39.91;40.69;39.62;40.3;10566622;Comments of Thomas Peterffy Chairman and C.E.O. Interactive Brokers Group 11 October 2010;Declaraciones de Thomas Peterffy, Presidente y Director Ejecutivo de Interactive Brokers Group, 11 de octubre de 2010.;1
31/10/2014;AAL;41.1;41.75;40.8;41.35;13012634;Comments of Thomas Peterffy Chairman and C.E.O. Interactive Brokers Group 11 October 2010;Declaraciones de Thomas Peterffy, Presidente y Director Ejecutivo de Interactive Brokers Group, 11 de octubre de 2010.;1
3/11/2014;AAL;41.44;42.0958;41.43;42;8446445;Comments of Thomas Peterffy Chairman and C.E.O. Interactive Brokers Group 11 October 2010;Declaraciones de Thomas Peterffy, Presidente y Director Ejecutivo de Interactive Brokers Group, 11 de octubre de 2010.;1
4/11/2014;AAL;42.83;43.7;42.499;42.7;17421198;Markets are volatile but that â€˜isnâ€™t the beginning of the endâ€™ says Carlyle Group co-CEO;"Los mercados son volátiles, pero eso ""no es el principio del fin"", afirma el codirector ejecutivo de Carlyle Group.";0
5/11/2014;AAL;43.32;43.35;42.09;42.25;11528847;Markets are volatile but that â€˜isnâ€™t the beginning of the endâ€™ says Carlyle Group co-CEO;"Los mercados son volátiles, pero eso ""no es el principio del fin"", afirma el codirector ejecutivo de Carlyle Group.";0
6/11/2014;AAL;42.59;44.13;42.59;43.14;14477213;Comments of Thomas Peterffy Chairman and C.E.O. Interactive Brokers Group 11 October 2010;Declaraciones de Thomas Peterffy, Presidente y Director Ejecutivo de Interactive Brokers Group, 11 de octubre de 2010.;1
7/11/2014;AAL;43.14;43.49;42.63;43.2;9022642;Comments of Thomas Peterffy Chairman and C.E.O. Interactive Brokers Group 11 October 2010;Declaraciones de Thomas Peterffy, Presidente y Director Ejecutivo de Interactive Brokers Group, 11 de octubre de 2010.;1
10/11/2014;AAL;42.5;43.94;41.675;43.83;13171001;Comments of Thomas Peterffy Chairman and C.E.O. Interactive Brokers Group 11 October 2010;Declaraciones de Thomas Peterffy, Presidente y Director Ejecutivo de Interactive Brokers Group, 11 de octubre de 2010.;1
11/11/2014;AAL;44;44.47;43.32;43.44;11053611;Markets are volatile but that â€˜isnâ€™t the beginning of the endâ€™ says Carlyle Group co-CEO;"Los mercados son volátiles, pero eso ""no es el principio del fin"", afirma el codirector ejecutivo de Carlyle Group.";0
12/11/2014;AAL;43.25;43.63;42.84;43.43;7705263;Comments of Thomas Peterffy Chairman and C.E.O. Interactive Brokers Group 11 October 2010;Declaraciones de Thomas Peterffy, Presidente y Director Ejecutivo de Interactive Brokers Group, 11 de octubre de 2010.;1
13/11/2014;AAL;43.54;44.4601;43.4898;44.12;11134963;Comments of Thomas Peterffy Chairman and C.E.O. Interactive Brokers Group 11 October 2010;Declaraciones de Thomas Peterffy, Presidente y Director Ejecutivo de Interactive Brokers Group, 11 de octubre de 2010.;1
14/11/2014;AAL;44;44.541;43.665;44.01;8746243;Comments of Thomas Peterffy Chairman and C.E.O. Interactive Brokers Group 11 October 2010;Declaraciones de Thomas Peterffy, Presidente y Director Ejecutivo de Interactive Brokers Group, 11 de octubre de 2010.;1
17/11/2014;AAL;43.97;44.58;43.63;43.69;8691679;Markets are volatile but that â€˜isnâ€™t the beginning of the endâ€™ says Carlyle Group co-CEO;"Los mercados son volátiles, pero eso ""no es el principio del fin"", afirma el codirector ejecutivo de Carlyle Group.";0
18/11/2014;AAL;43.755;45.46;43.755;45.05;14219440;Comments of Thomas Peterffy Chairman and C.E.O. Interactive Brokers Group 11 October 2010;Declaraciones de Thomas Peterffy, Presidente y Director Ejecutivo de Interactive Brokers Group, 11 de octubre de 2010.;1
19/11/2014;AAL;44.83;45.4;44.04;44.1;11291063;Markets are volatile but that â€˜isnâ€™t the beginning of the endâ€™ says Carlyle Group co-CEO;"Los mercados son volátiles, pero eso ""no es el principio del fin"", afirma el codirector ejecutivo de Carlyle Group.";0
20/11/2014;AAL;43.65;44.72;43.2;44.16;9431411;Comments of Thomas Peterffy Chairman and C.E.O. Interactive Brokers Group 11 October 2010;Declaraciones de Thomas Peterffy, Presidente y Director Ejecutivo de Interactive Brokers Group, 11 de octubre de 2010.;1
21/11/2014;AAL;44.38;44.49;43.25;43.31;10866472;Markets are volatile but that â€˜isnâ€™t the beginning of the endâ€™ says Carlyle Group co-CEO;"Los mercados son volátiles, pero eso ""no es el principio del fin"", afirma el codirector ejecutivo de Carlyle Group.";0
24/11/2014;AAL;43.72;43.96;42.78;43.21;9576570;Markets are volatile but that â€˜isnâ€™t the beginning of the endâ€™ says Carlyle Group co-CEO;"Los mercados son volátiles, pero eso ""no es el principio del fin"", afirma el codirector ejecutivo de Carlyle Group.";0
25/11/2014;AAL;43.18;44.44;43.1;44.15;11563828;Comments of Thomas Peterffy Chairman and C.E.O. Interactive Brokers Group 11 October 2010;Declaraciones de Thomas Peterffy, Presidente y Director Ejecutivo de Interactive Brokers Group, 11 de octubre de 2010.;1
26/11/2014;AAL;44.31;45.7501;44;44.97;12798776;Comments of Thomas Peterffy Chairman and C.E.O. Interactive Brokers Group 11 October 2010;Declaraciones de Thomas Peterffy, Presidente y Director Ejecutivo de Interactive Brokers Group, 11 de octubre de 2010.;1
28/11/2014;AAL;47;49.45;47;48.53;21638709;Comments of Thomas Peterffy Chairman and C.E.O. Interactive Brokers Group 11 October 2010;Declaraciones de Thomas Peterffy, Presidente y Director Ejecutivo de Interactive Brokers Group, 11 de octubre de 2010.;1
1/12/2014;AAL;49;49.47;47.36;47.88;15151440;Markets are volatile but that â€˜isnâ€™t the beginning of the endâ€™ says Carlyle Group co-CEO;"Los mercados son volátiles, pero eso ""no es el principio del fin"", afirma el codirector ejecutivo de Carlyle Group.";0
2/12/2014;AAL;48.12;48.7;47.15;47.86;11853928;Markets are volatile but that â€˜isnâ€™t the beginning of the endâ€™ says Carlyle Group co-CEO;"Los mercados son volátiles, pero eso ""no es el principio del fin"", afirma el codirector ejecutivo de Carlyle Group.";0
3/12/2014;AAL;47.74;48.47;46.925;48.24;8917697;Comments of Thomas Peterffy Chairman and C.E.O. Interactive Brokers Group 11 October 2010;Declaraciones de Thomas Peterffy, Presidente y Director Ejecutivo de Interactive Brokers Group, 11 de octubre de 2010.;1
4/12/2014;AAL;49.6;50.27;49.32;49.65;15233774;Comments of Thomas Peterffy Chairman and C.E.O. Interactive Brokers Group 11 October 2010;Declaraciones de Thomas Peterffy, Presidente y Director Ejecutivo de Interactive Brokers Group, 11 de octubre de 2010.;1
5/12/2014;AAL;50.09;51.75;50.01;51.01;15588179;Comments of Thomas Peterffy Chairman and C.E.O. Interactive Brokers Group 11 October 2010;Declaraciones de Thomas Peterffy, Presidente y Director Ejecutivo de Interactive Brokers Group, 11 de octubre de 2010.;1
8/12/2014;AAL;50.44;51.32;50.15;50.82;16167321;Comments of Thomas Peterffy Chairman and C.E.O. Interactive Brokers Group 11 October 2010;Declaraciones de Thomas Peterffy, Presidente y Director Ejecutivo de Interactive Brokers Group, 11 de octubre de 2010.;1
9/12/2014;AAL;49.1;49.2;47.39;48.31;20575397;Markets are volatile but that â€˜isnâ€™t the beginning of the endâ€™ says Carlyle Group co-CEO;"Los mercados son volátiles, pero eso ""no es el principio del fin"", afirma el codirector ejecutivo de Carlyle Group.";0
10/12/2014;AAL;49.8;50.399;48.25;48.94;18499976;Markets are volatile but that â€˜isnâ€™t the beginning of the endâ€™ says Carlyle Group co-CEO;"Los mercados son volátiles, pero eso ""no es el principio del fin"", afirma el codirector ejecutivo de Carlyle Group.";0
11/12/2014;AAL;49.8;51.5;49.65;50.53;15100887;Comments of Thomas Peterffy Chairman and C.E.O. Interactive Brokers Group 11 October 2010;Declaraciones de Thomas Peterffy, Presidente y Director Ejecutivo de Interactive Brokers Group, 11 de octubre de 2010.;1
12/12/2014;AAL;51.675;51.7;49.9;49.97;15364034;Markets are volatile but that â€˜isnâ€™t the beginning of the endâ€™ says Carlyle Group co-CEO;"Los mercados son volátiles, pero eso ""no es el principio del fin"", afirma el codirector ejecutivo de Carlyle Group.";0
15/12/2014;AAL;50.21;51.32;49.32;50.84;15368535;Comments of Thomas Peterffy Chairman and C.E.O. Interactive Brokers Group 11 October 2010;Declaraciones de Thomas Peterffy, Presidente y Director Ejecutivo de Interactive Brokers Group, 11 de octubre de 2010.;1
16/12/2014;AAL;51.01;51.15;47.68;47.96;22053666;Markets are volatile but that â€˜isnâ€™t the beginning of the endâ€™ says Carlyle Group co-CEO;"Los mercados son volátiles, pero eso ""no es el principio del fin"", afirma el codirector ejecutivo de Carlyle Group.";0
17/12/2014;AAL;48.26;49.49;46.05;48.8;24779800;Comments of Thomas Peterffy Chairman and C.E.O. Interactive Brokers Group 11 October 2010;Declaraciones de Thomas Peterffy, Presidente y Director Ejecutivo de Interactive Brokers Group, 11 de octubre de 2010.;1
18/12/2014;AAL;48.56;50.93;47.5;50.14;16945321;Comments of Thomas Peterffy Chairman and C.E.O. Interactive Brokers Group 11 October 2010;Declaraciones de Thomas Peterffy, Presidente y Director Ejecutivo de Interactive Brokers Group, 11 de octubre de 2010.;1
19/12/2014;AAL;49.67;50.94;49.1;50.71;26787715;Comments of Thomas Peterffy Chairman and C.E.O. Interactive Brokers Group 11 October 2010;Declaraciones de Thomas Peterffy, Presidente y Director Ejecutivo de Interactive Brokers Group, 11 de octubre de 2010.;1
22/12/2014;AAL;51.1;51.88;50.72;50.84;8872374;Markets are volatile but that â€˜isnâ€™t the beginning of the endâ€™ says Carlyle Group co-CEO;"Los mercados son volátiles, pero eso ""no es el principio del fin"", afirma el codirector ejecutivo de Carlyle Group.";0
23/12/2014;AAL;50.95;51.14;49.84;50.21;7169796;Markets are volatile but that â€˜isnâ€™t the beginning of the endâ€™ says Carlyle Group co-CEO;"Los mercados son volátiles, pero eso ""no es el principio del fin"", afirma el codirector ejecutivo de Carlyle Group.";0
24/12/2014;AAL;50.66;51.69;50.35;51.43;5961395;Comments of Thomas Peterffy Chairman and C.E.O. Interactive Brokers Group 11 October 2010;Declaraciones de Thomas Peterffy, Presidente y Director Ejecutivo de Interactive Brokers Group, 11 de octubre de 2010.;1
26/12/2014;AAL;51.46;52.25;51.06;51.955;6841763;Comments of Thomas Peterffy Chairman and C.E.O. Interactive Brokers Group 11 October 2010;Declaraciones de Thomas Peterffy, Presidente y Director Ejecutivo de Interactive Brokers Group, 11 de octubre de 2010.;1
29/12/2014;AAL;51.65;53.24;51.3;52.85;8791483;Comments of Thomas Peterffy Chairman and C.E.O. Interactive Brokers Group 11 October 2010;Declaraciones de Thomas Peterffy, Presidente y Director Ejecutivo de Interactive Brokers Group, 11 de octubre de 2010.;1
30/12/2014;AAL;53;53.7;52.83;53.42;8063140;Comments of Thomas Peterffy Chairman and C.E.O. Interactive Brokers Group 11 October 2010;Declaraciones de Thomas Peterffy, Presidente y Director Ejecutivo de Interactive Brokers Group, 11 de octubre de 2010.;1
31/12/2014;AAL;53.9;54.64;53.32;53.63;11063024;Markets are volatile but that â€˜isnâ€™t the beginning of the endâ€™ says Carlyle Group co-CEO;"Los mercados son volátiles, pero eso ""no es el principio del fin"", afirma el codirector ejecutivo de Carlyle Group.";0
2/01/2015;AAL;54.28;54.6;53.07;53.91;10756705;Markets are volatile but that â€˜isnâ€™t the beginning of the endâ€™ says Carlyle Group co-CEO;"Los mercados son volátiles, pero eso ""no es el principio del fin"", afirma el codirector ejecutivo de Carlyle Group.";0
5/01/2015;AAL;54.37;54.54;53.34;53.875;11565004;Markets are volatile but that â€˜isnâ€™t the beginning of the endâ€™ says Carlyle Group co-CEO;"Los mercados son volátiles, pero eso ""no es el principio del fin"", afirma el codirector ejecutivo de Carlyle Group.";0
6/01/2015;AAL;54.27;54.43;52.13;53.04;13772171;Markets are volatile but that â€˜isnâ€™t the beginning of the endâ€™ says Carlyle Group co-CEO;"Los mercados son volátiles, pero eso ""no es el principio del fin"", afirma el codirector ejecutivo de Carlyle Group.";0
7/01/2015;AAL;53.38;53.65;52.12;53.01;10069816;Markets are volatile but that â€˜isnâ€™t the beginning of the endâ€™ says Carlyle Group co-CEO;"Los mercados son volátiles, pero eso ""no es el principio del fin"", afirma el codirector ejecutivo de Carlyle Group.";0
8/01/2015;AAL;53.48;54.28;53.25;53.66;9672064;Comments of Thomas Peterffy Chairman and C.E.O. Interactive Brokers Group 11 October 2010;Declaraciones de Thomas Peterffy, Presidente y Director Ejecutivo de Interactive Brokers Group, 11 de octubre de 2010.;1
9/01/2015;AAL;53.67;53.91;51.82;52.02;12351638;Markets are volatile but that â€˜isnâ€™t the beginning of the endâ€™ says Carlyle Group co-CEO;"Los mercados son volátiles, pero eso ""no es el principio del fin"", afirma el codirector ejecutivo de Carlyle Group.";0
12/01/2015;AAL;51.06;51.45;49.2;49.58;18261336;Markets are volatile but that â€˜isnâ€™t the beginning of the endâ€™ says Carlyle Group co-CEO;"Los mercados son volátiles, pero eso ""no es el principio del fin"", afirma el codirector ejecutivo de Carlyle Group.";0
13/01/2015;AAL;50.12;51.43;49.46;50.4;12259271;Comments of Thomas Peterffy Chairman and C.E.O. Interactive Brokers Group 11 October 2010;Declaraciones de Thomas Peterffy, Presidente y Director Ejecutivo de Interactive Brokers Group, 11 de octubre de 2010.;1
14/01/2015;AAL;49.41;50.23;48.1;49.41;15684697;Markets are volatile but that â€˜isnâ€™t the beginning of the endâ€™ says Carlyle Group co-CEO;"Los mercados son volátiles, pero eso ""no es el principio del fin"", afirma el codirector ejecutivo de Carlyle Group.";0
15/01/2015;AAL;49.135;50.4;48.58;49.41;10399684;Comments of Thomas Peterffy Chairman and C.E.O. Interactive Brokers Group 11 October 2010;Declaraciones de Thomas Peterffy, Presidente y Director Ejecutivo de Interactive Brokers Group, 11 de octubre de 2010.;1
16/01/2015;AAL;49.38;49.97;48.27;49.81;12978011;Comments of Thomas Peterffy Chairman and C.E.O. Interactive Brokers Group 11 October 2010;Declaraciones de Thomas Peterffy, Presidente y Director Ejecutivo de Interactive Brokers Group, 11 de octubre de 2010.;1
